date,sales,date,Year,Month,Year_month,Weekday,Day,ret_1,ret_2,ret_7,dcoilwtico
2016-07-01,78424.87903,2016-07-01,2016,7,2016-07,Friday,1,51455.172003,64980.399005,61820.8829702,49.02
2016-07-02,79917.43806,2016-07-02,2016,7,2016-07,Saturday,2,78424.87903,51455.172003,70532.4669905,46.73
2016-07-03,78066.477031,2016-07-03,2016,7,2016-07,Sunday,3,79917.43806,78424.87903,75305.43899,46.73
2016-07-04,72597.46890200001,2016-07-04,2016,7,2016-07,Monday,4,78066.477031,79917.43806,63025.051999999996,46.73
2016-07-05,66876.440003,2016-07-05,2016,7,2016-07,Tuesday,5,72597.46890200001,78066.477031,56740.767980000004,46.73
2016-07-06,75023.84701,2016-07-06,2016,7,2016-07,Wednesday,6,66876.440003,72597.46890200001,64980.399005,47.37
2016-07-07,52763.183986,2016-07-07,2016,7,2016-07,Thursday,7,75023.84701,66876.440003,51455.172003,45.22
2016-07-08,65116.292010000005,2016-07-08,2016,7,2016-07,Friday,8,52763.183986,75023.84701,78424.87903,45.37
2016-07-09,71553.508965,2016-07-09,2016,7,2016-07,Saturday,9,65116.292010000005,52763.183986,79917.43806,44.73
2016-07-10,72362.80804,2016-07-10,2016,7,2016-07,Sunday,10,71553.508965,65116.292010000005,78066.477031,44.73
2016-07-11,64250.021995999996,2016-07-11,2016,7,2016-07,Monday,11,72362.80804,71553.508965,72597.46890200001,44.73
2016-07-12,59240.443006,2016-07-12,2016,7,2016-07,Tuesday,12,64250.021995999996,72362.80804,66876.440003,46.82
2016-07-13,63754.982103,2016-07-13,2016,7,2016-07,Wednesday,13,59240.443006,64250.021995999996,75023.84701,44.87
2016-07-14,52210.715031,2016-07-14,2016,7,2016-07,Thursday,14,63754.982103,59240.443006,52763.183986,45.64
2016-07-15,67089.356002,2016-07-15,2016,7,2016-07,Friday,15,52210.715031,63754.982103,65116.292010000005,45.93
2016-07-16,70673.588012,2016-07-16,2016,7,2016-07,Saturday,16,67089.356002,52210.715031,71553.508965,45.23
2016-07-17,70961.66667,2016-07-17,2016,7,2016-07,Sunday,17,70673.588012,67089.356002,72362.80804,45.23
2016-07-18,66078.11,2016-07-18,2016,7,2016-07,Monday,18,70961.66667,70673.588012,64250.021995999996,45.23
2016-07-19,56774.245009,2016-07-19,2016,7,2016-07,Tuesday,19,66078.11,70961.66667,59240.443006,44.64
2016-07-20,66591.717997,2016-07-20,2016,7,2016-07,Wednesday,20,56774.245009,66078.11,63754.982103,44.96
2016-07-21,48286.661963,2016-07-21,2016,7,2016-07,Thursday,21,66591.717997,56774.245009,52210.715031,43.96
2016-07-22,63265.926295,2016-07-22,2016,7,2016-07,Friday,22,48286.661963,66591.717997,67089.356002,43.41
2016-07-23,63816.171030000005,2016-07-23,2016,7,2016-07,Saturday,23,63265.926295,48286.661963,70673.588012,42.4
2016-07-24,60464.367,2016-07-24,2016,7,2016-07,Sunday,24,63816.171030000005,63265.926295,70961.66667,42.4
2016-07-25,63926.026001000006,2016-07-25,2016,7,2016-07,Monday,25,60464.367,63816.171030000005,66078.11,42.4
2016-07-26,58523.089997,2016-07-26,2016,7,2016-07,Tuesday,26,63926.026001000006,60464.367,56774.245009,42.16
2016-07-27,66434.3119897,2016-07-27,2016,7,2016-07,Wednesday,27,58523.089997,63926.026001000006,66591.717997,41.9
2016-07-28,49543.785998,2016-07-28,2016,7,2016-07,Thursday,28,66434.3119897,58523.089997,48286.661963,41.13
2016-07-29,63952.592965,2016-07-29,2016,7,2016-07,Friday,29,49543.785998,66434.3119897,63265.926295,41.54
2016-07-30,72055.99601,2016-07-30,2016,7,2016-07,Saturday,30,63952.592965,49543.785998,63816.171030000005,40.05
2016-07-31,71707.484188,2016-07-31,2016,7,2016-07,Sunday,31,72055.99601,63952.592965,60464.367,40.05
2016-08-01,73557.312005,2016-08-01,2016,8,2016-08,Monday,1,71707.484188,72055.99601,63926.026001000006,40.05
2016-08-02,66942.618,2016-08-02,2016,8,2016-08,Tuesday,2,73557.312005,71707.484188,58523.089997,39.5
2016-08-03,74716.787,2016-08-03,2016,8,2016-08,Wednesday,3,66942.618,73557.312005,66434.3119897,40.8
2016-08-04,53583.389989999996,2016-08-04,2016,8,2016-08,Thursday,4,74716.787,66942.618,49543.785998,41.92
2016-08-05,65270.542163000006,2016-08-05,2016,8,2016-08,Friday,5,53583.389989999996,74716.787,63952.592965,41.83
2016-08-06,69536.6529995,2016-08-06,2016,8,2016-08,Saturday,6,65270.542163000006,53583.389989999996,72055.99601,43.06
2016-08-07,70016.738984,2016-08-07,2016,8,2016-08,Sunday,7,69536.6529995,65270.542163000006,71707.484188,43.06
2016-08-08,63810.878856,2016-08-08,2016,8,2016-08,Monday,8,70016.738984,69536.6529995,73557.312005,43.06
2016-08-09,60787.51799400001,2016-08-09,2016,8,2016-08,Tuesday,9,63810.878856,70016.738984,66942.618,42.78
2016-08-10,64752.740004,2016-08-10,2016,8,2016-08,Wednesday,10,60787.51799400001,63810.878856,74716.787,41.75
2016-08-11,55201.54201,2016-08-11,2016,8,2016-08,Thursday,11,64752.740004,60787.51799400001,53583.389989999996,43.51
2016-08-12,63964.722014,2016-08-12,2016,8,2016-08,Friday,12,55201.54201,64752.740004,65270.542163000006,44.47
2016-08-13,57378.92301,2016-08-13,2016,8,2016-08,Saturday,13,63964.722014,55201.54201,69536.6529995,45.72
2016-08-14,58685.81798,2016-08-14,2016,8,2016-08,Sunday,14,57378.92301,63964.722014,70016.738984,45.72
2016-08-15,64689.531,2016-08-15,2016,8,2016-08,Monday,15,58685.81798,57378.92301,63810.878856,45.72
2016-08-16,66792.505991,2016-08-16,2016,8,2016-08,Tuesday,16,64689.531,58685.81798,60787.51799400001,46.57
2016-08-17,71455.72805,2016-08-17,2016,8,2016-08,Wednesday,17,66792.505991,64689.531,64752.740004,46.81
2016-08-18,53683.289950000006,2016-08-18,2016,8,2016-08,Thursday,18,71455.72805,66792.505991,55201.54201,48.2
2016-08-19,64439.296795999995,2016-08-19,2016,8,2016-08,Friday,19,53683.289950000006,71455.72805,63964.722014,48.48
2016-08-20,71383.356,2016-08-20,2016,8,2016-08,Saturday,20,64439.296795999995,53683.289950000006,57378.92301,46.8
2016-08-21,72731.598982,2016-08-21,2016,8,2016-08,Sunday,21,71383.356,64439.296795999995,58685.81798,46.8
2016-08-22,64846.338956,2016-08-22,2016,8,2016-08,Monday,22,72731.598982,71383.356,64689.531,46.8
2016-08-23,62536.353002,2016-08-23,2016,8,2016-08,Tuesday,23,64846.338956,72731.598982,66792.505991,47.54
2016-08-24,66818.85296799999,2016-08-24,2016,8,2016-08,Wednesday,24,62536.353002,64846.338956,71455.72805,46.29
2016-08-25,53085.8,2016-08-25,2016,8,2016-08,Thursday,25,66818.85296799999,62536.353002,53683.289950000006,46.97
2016-08-26,64412.851903999996,2016-08-26,2016,8,2016-08,Friday,26,53085.8,66818.85296799999,64439.296795999995,47.64
2016-08-27,67649.233929,2016-08-27,2016,8,2016-08,Saturday,27,64412.851903999996,53085.8,71383.356,46.97
2016-08-28,66059.103026,2016-08-28,2016,8,2016-08,Sunday,28,67649.233929,64412.851903999996,72731.598982,46.97
2016-08-29,65178.47098300001,2016-08-29,2016,8,2016-08,Monday,29,66059.103026,67649.233929,64846.338956,46.97
2016-08-30,59347.450990000005,2016-08-30,2016,8,2016-08,Tuesday,30,65178.47098300001,66059.103026,62536.353002,46.32
2016-08-31,70371.688009,2016-08-31,2016,8,2016-08,Wednesday,31,59347.450990000005,65178.47098300001,66818.85296799999,44.68
2016-09-01,60978.570984000005,2016-09-01,2016,9,2016-09,Thursday,1,70371.688009,59347.450990000005,53085.8,43.17
2016-09-02,76341.68090200001,2016-09-02,2016,9,2016-09,Friday,2,60978.570984000005,70371.688009,64412.851903999996,44.39
2016-09-03,78701.30395999999,2016-09-03,2016,9,2016-09,Saturday,3,76341.68090200001,60978.570984000005,67649.233929,44.85
2016-09-04,82082.91199,2016-09-04,2016,9,2016-09,Sunday,4,78701.30395999999,76341.68090200001,66059.103026,44.85
2016-09-05,70668.9940325,2016-09-05,2016,9,2016-09,Monday,5,82082.91199,78701.30395999999,65178.47098300001,44.85
2016-09-06,63507.181,2016-09-06,2016,9,2016-09,Tuesday,6,70668.9940325,82082.91199,59347.450990000005,44.85
2016-09-07,71270.84501,2016-09-07,2016,9,2016-09,Wednesday,7,63507.181,70668.9940325,70371.688009,45.47
2016-09-08,53015.735982,2016-09-08,2016,9,2016-09,Thursday,8,71270.84501,63507.181,60978.570984000005,47.63
2016-09-09,65930.614997,2016-09-09,2016,9,2016-09,Friday,9,53015.735982,71270.84501,76341.68090200001,45.88
2016-09-10,73007.22901400001,2016-09-10,2016,9,2016-09,Saturday,10,65930.614997,53015.735982,78701.30395999999,46.28
2016-09-11,75948.6611483,2016-09-11,2016,9,2016-09,Sunday,11,73007.22901400001,65930.614997,82082.91199,46.28
2016-09-12,64201.130996,2016-09-12,2016,9,2016-09,Monday,12,75948.6611483,73007.22901400001,70668.9940325,46.28
2016-09-13,56548.415010000004,2016-09-13,2016,9,2016-09,Tuesday,13,64201.130996,75948.6611483,63507.181,44.91
2016-09-14,65635.70397,2016-09-14,2016,9,2016-09,Wednesday,14,56548.415010000004,64201.130996,71270.84501,43.62
2016-09-15,52433.334,2016-09-15,2016,9,2016-09,Thursday,15,65635.70397,56548.415010000004,53015.735982,43.85
2016-09-16,72165.684322,2016-09-16,2016,9,2016-09,Friday,16,52433.334,65635.70397,65930.614997,43.04
2016-09-17,72922.581,2016-09-17,2016,9,2016-09,Saturday,17,72165.684322,52433.334,73007.22901400001,43.34
2016-09-18,74448.88399,2016-09-18,2016,9,2016-09,Sunday,18,72922.581,72165.684322,75948.6611483,43.34
2016-09-19,65744.03200899999,2016-09-19,2016,9,2016-09,Monday,19,74448.88399,72922.581,64201.130996,43.34
2016-09-20,55449.137007699996,2016-09-20,2016,9,2016-09,Tuesday,20,65744.03200899999,74448.88399,56548.415010000004,43.85
2016-09-21,68462.51399,2016-09-21,2016,9,2016-09,Wednesday,21,55449.137007699996,65744.03200899999,65635.70397,45.33
2016-09-22,52059.63695,2016-09-22,2016,9,2016-09,Thursday,22,68462.51399,55449.137007699996,52433.334,46.1
2016-09-23,69067.136974,2016-09-23,2016,9,2016-09,Friday,23,52059.63695,68462.51399,72165.684322,44.36
2016-09-24,69379.708,2016-09-24,2016,9,2016-09,Saturday,24,69067.136974,52059.63695,72922.581,45.6
2016-09-25,73307.47598999999,2016-09-25,2016,9,2016-09,Sunday,25,69379.708,69067.136974,74448.88399,45.6
2016-09-26,70499.24429,2016-09-26,2016,9,2016-09,Monday,26,73307.47598999999,69379.708,65744.03200899999,45.6
2016-09-27,57735.56599999999,2016-09-27,2016,9,2016-09,Tuesday,27,70499.24429,73307.47598999999,55449.137007699996,44.65
2016-09-28,63312.74202029999,2016-09-28,2016,9,2016-09,Wednesday,28,57735.56599999999,70499.24429,68462.51399,47.07
2016-09-29,47284.9319763,2016-09-29,2016,9,2016-09,Thursday,29,63312.74202029999,57735.56599999999,52059.63695,47.72
2016-09-30,67270.53395,2016-09-30,2016,9,2016-09,Friday,30,47284.9319763,63312.74202029999,69067.136974,47.72
2016-10-01,82094.543001,2016-10-01,2016,10,2016-10,Saturday,1,67270.53395,47284.9319763,69379.708,48.8
2016-10-02,81948.999,2016-10-02,2016,10,2016-10,Sunday,2,82094.543001,67270.53395,73307.47598999999,48.8
2016-10-03,72849.29298,2016-10-03,2016,10,2016-10,Monday,3,81948.999,82094.543001,70499.24429,48.8
2016-10-04,62883.12101,2016-10-04,2016,10,2016-10,Tuesday,4,72849.29298,81948.999,57735.56599999999,48.67
2016-10-05,72468.800996,2016-10-05,2016,10,2016-10,Wednesday,5,62883.12101,72849.29298,63312.74202029999,49.75
2016-10-06,52776.1859,2016-10-06,2016,10,2016-10,Thursday,6,72468.800996,62883.12101,47284.9319763,50.44
2016-10-07,71544.02118,2016-10-07,2016,10,2016-10,Friday,7,52776.1859,72468.800996,67270.53395,49.76
2016-10-08,68762.31802,2016-10-08,2016,10,2016-10,Saturday,8,71544.02118,52776.1859,82094.543001,49.76
2016-10-09,75905.16898,2016-10-09,2016,10,2016-10,Sunday,9,68762.31802,71544.02118,81948.999,49.76
2016-10-10,67990.76804,2016-10-10,2016,10,2016-10,Monday,10,75905.16898,68762.31802,72849.29298,49.76
2016-10-11,59296.721,2016-10-11,2016,10,2016-10,Tuesday,11,67990.76804,75905.16898,62883.12101,50.72
2016-10-12,70489.44567,2016-10-12,2016,10,2016-10,Wednesday,12,59296.721,67990.76804,72468.800996,50.14
2016-10-13,53318.076004,2016-10-13,2016,10,2016-10,Thursday,13,70489.44567,59296.721,52776.1859,50.47
2016-10-14,68684.661,2016-10-14,2016,10,2016-10,Friday,14,53318.076004,70489.44567,71544.02118,50.35
2016-10-15,70990.794033,2016-10-15,2016,10,2016-10,Saturday,15,68684.661,53318.076004,68762.31802,49.97
2016-10-16,82542.843006,2016-10-16,2016,10,2016-10,Sunday,16,70990.794033,68684.661,75905.16898,49.97
2016-10-17,68581.3340005,2016-10-17,2016,10,2016-10,Monday,17,82542.843006,70990.794033,67990.76804,49.97
2016-10-18,57475.39799700001,2016-10-18,2016,10,2016-10,Tuesday,18,68581.3340005,82542.843006,59296.721,50.3
2016-10-19,70903.79998,2016-10-19,2016,10,2016-10,Wednesday,19,57475.39799700001,68581.3340005,70489.44567,51.59
2016-10-20,51544.390002,2016-10-20,2016,10,2016-10,Thursday,20,70903.79998,57475.39799700001,53318.076004,50.31
2016-10-21,68382.477997,2016-10-21,2016,10,2016-10,Friday,21,51544.390002,70903.79998,68684.661,50.61
2016-10-22,66120.338,2016-10-22,2016,10,2016-10,Saturday,22,68382.477997,51544.390002,70990.794033,50.18
2016-10-23,77687.59299599999,2016-10-23,2016,10,2016-10,Sunday,23,66120.338,68382.477997,82542.843006,50.18
2016-10-24,62339.518994,2016-10-24,2016,10,2016-10,Monday,24,77687.59299599999,66120.338,68581.3340005,50.18
2016-10-25,56400.785007700004,2016-10-25,2016,10,2016-10,Tuesday,25,62339.518994,77687.59299599999,57475.39799700001,49.45
2016-10-26,67040.856,2016-10-26,2016,10,2016-10,Wednesday,26,56400.785007700004,62339.518994,70903.79998,48.75
2016-10-27,54488.823988000004,2016-10-27,2016,10,2016-10,Thursday,27,67040.856,56400.785007700004,51544.390002,49.71
2016-10-28,64189.572005,2016-10-28,2016,10,2016-10,Friday,28,54488.823988000004,67040.856,68382.477997,48.72
2016-10-29,66890.271974,2016-10-29,2016,10,2016-10,Saturday,29,64189.572005,54488.823988000004,66120.338,46.83
2016-10-30,70580.65900000001,2016-10-30,2016,10,2016-10,Sunday,30,66890.271974,64189.572005,77687.59299599999,46.83
2016-10-31,59072.313999000005,2016-10-31,2016,10,2016-10,Monday,31,70580.65900000001,66890.271974,62339.518994,46.83
2016-11-01,72912.00196,2016-11-01,2016,11,2016-11,Tuesday,1,59072.313999000005,70580.65900000001,56400.785007700004,46.66
2016-11-02,72079.726,2016-11-02,2016,11,2016-11,Wednesday,2,72912.00196,59072.313999000005,67040.856,45.32
2016-11-03,53643.809985500004,2016-11-03,2016,11,2016-11,Thursday,3,72079.726,72912.00196,54488.823988000004,44.66
2016-11-04,62992.38402,2016-11-04,2016,11,2016-11,Friday,4,53643.809985500004,72079.726,64189.572005,44.07
2016-11-05,60152.730987999996,2016-11-05,2016,11,2016-11,Saturday,5,62992.38402,53643.809985500004,66890.271974,44.88
2016-11-06,83523.202001,2016-11-06,2016,11,2016-11,Sunday,6,60152.730987999996,62992.38402,70580.65900000001,44.88
2016-11-07,82385.948,2016-11-07,2016,11,2016-11,Monday,7,83523.202001,60152.730987999996,59072.313999000005,44.88
2016-11-08,71123.395342,2016-11-08,2016,11,2016-11,Tuesday,8,82385.948,83523.202001,72912.00196,44.96
2016-11-09,80170.273,2016-11-09,2016,11,2016-11,Wednesday,9,71123.395342,82385.948,72079.726,45.2
2016-11-10,58853.463002000004,2016-11-10,2016,11,2016-11,Thursday,10,80170.273,71123.395342,53643.809985500004,44.62
2016-11-11,73471.226,2016-11-11,2016,11,2016-11,Friday,11,58853.463002000004,80170.273,62992.38402,43.39
2016-11-12,74156.953945,2016-11-12,2016,11,2016-11,Saturday,12,73471.226,58853.463002000004,60152.730987999996,43.29
2016-11-13,89819.03127200001,2016-11-13,2016,11,2016-11,Sunday,13,74156.953945,73471.226,83523.202001,43.29
2016-11-14,68395.86402000001,2016-11-14,2016,11,2016-11,Monday,14,89819.03127200001,74156.953945,82385.948,43.29
2016-11-15,62067.345,2016-11-15,2016,11,2016-11,Tuesday,15,68395.86402000001,89819.03127200001,71123.395342,45.86
2016-11-16,77611.78289,2016-11-16,2016,11,2016-11,Wednesday,16,62067.345,68395.86402000001,80170.273,45.56
2016-11-17,60025.809991,2016-11-17,2016,11,2016-11,Thursday,17,77611.78289,62067.345,58853.463002000004,45.37
2016-11-18,68385.02807500001,2016-11-18,2016,11,2016-11,Friday,18,60025.809991,77611.78289,73471.226,45.69
2016-11-19,69149.88100000001,2016-11-19,2016,11,2016-11,Saturday,19,68385.02807500001,60025.809991,74156.953945,47.48
2016-11-20,81825.03899,2016-11-20,2016,11,2016-11,Sunday,20,69149.88100000001,68385.02807500001,89819.03127200001,47.48
2016-11-21,70636.2649,2016-11-21,2016,11,2016-11,Monday,21,81825.03899,69149.88100000001,68395.86402000001,47.48
2016-11-22,62074.30100000001,2016-11-22,2016,11,2016-11,Tuesday,22,70636.2649,81825.03899,62067.345,48.07
2016-11-23,72883.15899,2016-11-23,2016,11,2016-11,Wednesday,23,62074.30100000001,70636.2649,77611.78289,46.72
2016-11-24,56162.829974,2016-11-24,2016,11,2016-11,Thursday,24,72883.15899,62074.30100000001,60025.809991,46.72
2016-11-25,70689.854,2016-11-25,2016,11,2016-11,Friday,25,56162.829974,72883.15899,68385.02807500001,46.72
2016-11-26,73797.05299,2016-11-26,2016,11,2016-11,Saturday,26,70689.854,56162.829974,69149.88100000001,45.66
2016-11-27,77170.0630405,2016-11-27,2016,11,2016-11,Sunday,27,73797.05299,70689.854,81825.03899,45.66
2016-11-28,69277.52301,2016-11-28,2016,11,2016-11,Monday,28,77170.0630405,73797.05299,70636.2649,45.66
2016-11-29,59288.044996,2016-11-29,2016,11,2016-11,Tuesday,29,69277.52301,77170.0630405,62074.30100000001,45.29
2016-11-30,73252.401258,2016-11-30,2016,11,2016-11,Wednesday,30,59288.044996,69277.52301,72883.15899,49.41
2016-12-01,65793.75808,2016-12-01,2016,12,2016-12,Thursday,1,73252.401258,59288.044996,56162.829974,51.08
2016-12-02,78581.82000400001,2016-12-02,2016,12,2016-12,Friday,2,65793.75808,73252.401258,70689.854,51.7
2016-12-03,81125.284,2016-12-03,2016,12,2016-12,Saturday,3,78581.82000400001,65793.75808,73797.05299,51.72
2016-12-04,85924.79111969999,2016-12-04,2016,12,2016-12,Sunday,4,81125.284,78581.82000400001,77170.0630405,51.72
2016-12-05,71415.510002,2016-12-05,2016,12,2016-12,Monday,5,85924.79111969999,81125.284,69277.52301,51.72
2016-12-06,64115.121006,2016-12-06,2016,12,2016-12,Tuesday,6,71415.510002,85924.79111969999,59288.044996,50.95
2016-12-07,81577.578982,2016-12-07,2016,12,2016-12,Wednesday,7,64115.121006,71415.510002,73252.401258,49.85
2016-12-08,60761.159,2016-12-08,2016,12,2016-12,Thursday,8,81577.578982,64115.121006,65793.75808,50.84
2016-12-09,75501.58602,2016-12-09,2016,12,2016-12,Friday,9,60761.159,81577.578982,78581.82000400001,51.51
2016-12-10,72536.25302,2016-12-10,2016,12,2016-12,Saturday,10,75501.58602,60761.159,81125.284,52.74
2016-12-11,84294.94903,2016-12-11,2016,12,2016-12,Sunday,11,72536.25302,75501.58602,85924.79111969999,52.74
2016-12-12,73914.159,2016-12-12,2016,12,2016-12,Monday,12,84294.94903,72536.25302,71415.510002,52.74
2016-12-13,67469.74998,2016-12-13,2016,12,2016-12,Tuesday,13,73914.159,84294.94903,64115.121006,52.99
2016-12-14,83887.388004,2016-12-14,2016,12,2016-12,Wednesday,14,67469.74998,73914.159,81577.578982,51.01
2016-12-15,63122.903894999996,2016-12-15,2016,12,2016-12,Thursday,15,83887.388004,67469.74998,60761.159,50.9
2016-12-16,85398.23299799999,2016-12-16,2016,12,2016-12,Friday,16,63122.903894999996,83887.388004,75501.58602,51.93
2016-12-17,80064.35299029999,2016-12-17,2016,12,2016-12,Saturday,17,85398.23299799999,63122.903894999996,72536.25302,52.13
2016-12-18,91078.37601800001,2016-12-18,2016,12,2016-12,Sunday,18,80064.35299029999,85398.23299799999,84294.94903,52.13
2016-12-19,83814.725,2016-12-19,2016,12,2016-12,Monday,19,91078.37601800001,80064.35299029999,73914.159,52.13
2016-12-20,80710.72799799999,2016-12-20,2016,12,2016-12,Tuesday,20,83814.725,91078.37601800001,67469.74998,52.22
2016-12-21,105806.652951,2016-12-21,2016,12,2016-12,Wednesday,21,80710.72799799999,83814.725,83887.388004,51.44
2016-12-22,91302.056018,2016-12-22,2016,12,2016-12,Thursday,22,105806.652951,80710.72799799999,63122.903894999996,51.98
2016-12-23,111326.39299699999,2016-12-23,2016,12,2016-12,Friday,23,91302.056018,105806.652951,85398.23299799999,52.01
2016-12-24,94361.053,2016-12-24,2016,12,2016-12,Saturday,24,111326.39299699999,91302.056018,80064.35299029999,52.82
2016-12-25,84334.63648,2016-12-25,2016,12,2016-12,Sunday,25,94361.053,111326.39299699999,91078.37601800001,52.82
2016-12-26,74308.21996,2016-12-26,2016,12,2016-12,Monday,26,84334.63648,94361.053,83814.725,52.82
2016-12-27,67621.23101,2016-12-27,2016,12,2016-12,Tuesday,27,74308.21996,84334.63648,80710.72799799999,52.82
2016-12-28,78115.22398,2016-12-28,2016,12,2016-12,Wednesday,28,67621.23101,74308.21996,105806.652951,54.01
2016-12-29,71810.882004,2016-12-29,2016,12,2016-12,Thursday,29,78115.22398,67621.23101,91302.056018,53.8
2016-12-30,94681.73402199999,2016-12-30,2016,12,2016-12,Friday,30,71810.882004,78115.22398,111326.39299699999,53.75
2016-12-31,84940.364012,2016-12-31,2016,12,2016-12,Saturday,31,94681.73402199999,71810.882004,94361.053,52.36
2017-01-01,87768.528506,2017-01-01,2017,1,2017-01,Sunday,1,84940.364012,94681.73402199999,84334.63648,52.36
2017-01-02,90596.693,2017-01-02,2017,1,2017-01,Monday,2,87768.528506,84940.364012,74308.21996,52.36
2017-01-03,91425.923998,2017-01-03,2017,1,2017-01,Tuesday,3,90596.693,87768.528506,67621.23101,52.36
2017-01-04,95870.7075,2017-01-04,2017,1,2017-01,Wednesday,4,91425.923998,90596.693,78115.22398,53.26
2017-01-05,67902.55609999999,2017-01-05,2017,1,2017-01,Thursday,5,95870.7075,91425.923998,71810.882004,53.77
2017-01-06,77890.839982,2017-01-06,2017,1,2017-01,Friday,6,67902.55609999999,95870.7075,94681.73402199999,53.98
2017-01-07,78894.84599,2017-01-07,2017,1,2017-01,Saturday,7,77890.839982,67902.55609999999,84940.364012,51.95
2017-01-08,82323.127968,2017-01-08,2017,1,2017-01,Sunday,8,78894.84599,77890.839982,87768.528506,51.95
2017-01-09,71138.94000999999,2017-01-09,2017,1,2017-01,Monday,9,82323.127968,78894.84599,90596.693,51.95
2017-01-10,66532.956803,2017-01-10,2017,1,2017-01,Tuesday,10,71138.94000999999,82323.127968,91425.923998,50.82
2017-01-11,74004.67100999999,2017-01-11,2017,1,2017-01,Wednesday,11,66532.956803,71138.94000999999,95870.7075,52.19
2017-01-12,56645.014,2017-01-12,2017,1,2017-01,Thursday,12,74004.67100999999,66532.956803,67902.55609999999,53.01
2017-01-13,76842.5370095,2017-01-13,2017,1,2017-01,Friday,13,56645.014,74004.67100999999,77890.839982,52.36
2017-01-14,76621.33498,2017-01-14,2017,1,2017-01,Saturday,14,76842.5370095,56645.014,78894.84599,52.45
2017-01-15,81975.570034,2017-01-15,2017,1,2017-01,Sunday,15,76621.33498,76842.5370095,82323.127968,52.45
2017-01-16,71825.174,2017-01-16,2017,1,2017-01,Monday,16,81975.570034,76621.33498,71138.94000999999,52.45
2017-01-17,65883.972953,2017-01-17,2017,1,2017-01,Tuesday,17,71825.174,81975.570034,66532.956803,52.45
2017-01-18,79463.893,2017-01-18,2017,1,2017-01,Wednesday,18,65883.972953,71825.174,74004.67100999999,51.12
2017-01-19,56766.085978999996,2017-01-19,2017,1,2017-01,Thursday,19,79463.893,65883.972953,56645.014,51.39
2017-01-20,69471.98901800001,2017-01-20,2017,1,2017-01,Friday,20,56766.085978999996,79463.893,76842.5370095,52.33
2017-01-21,73808.67597899999,2017-01-21,2017,1,2017-01,Saturday,21,69471.98901800001,56766.085978999996,76621.33498,52.77
2017-01-22,82376.32402,2017-01-22,2017,1,2017-01,Sunday,22,73808.67597899999,69471.98901800001,81975.570034,52.77
2017-01-23,73019.58503,2017-01-23,2017,1,2017-01,Monday,23,82376.32402,73808.67597899999,71825.174,52.77
2017-01-24,62717.986986,2017-01-24,2017,1,2017-01,Tuesday,24,73019.58503,82376.32402,65883.972953,52.38
2017-01-25,74616.574002,2017-01-25,2017,1,2017-01,Wednesday,25,62717.986986,73019.58503,79463.893,52.14
2017-01-26,54489.488002,2017-01-26,2017,1,2017-01,Thursday,26,74616.574002,62717.986986,56766.085978999996,53.24
2017-01-27,68615.665986,2017-01-27,2017,1,2017-01,Friday,27,54489.488002,74616.574002,69471.98901800001,53.18
2017-01-28,72613.773932,2017-01-28,2017,1,2017-01,Saturday,28,68615.665986,54489.488002,73808.67597899999,52.63
2017-01-29,78031.31102,2017-01-29,2017,1,2017-01,Sunday,29,72613.773932,68615.665986,82376.32402,52.63
2017-01-30,68334.533993,2017-01-30,2017,1,2017-01,Monday,30,78031.31102,72613.773932,73019.58503,52.63
2017-01-31,65323.64600400001,2017-01-31,2017,1,2017-01,Tuesday,31,68334.533993,78031.31102,62717.986986,52.75
2017-02-01,86071.18500299999,2017-02-01,2017,2,2017-02,Wednesday,1,65323.64600400001,68334.533993,74616.574002,53.9
2017-02-02,64991.973006,2017-02-02,2017,2,2017-02,Thursday,2,86071.18500299999,65323.64600400001,54489.488002,53.55
2017-02-03,74981.96299999999,2017-02-03,2017,2,2017-02,Friday,3,64991.973006,86071.18500299999,68615.665986,53.81
2017-02-04,85602.79498,2017-02-04,2017,2,2017-02,Saturday,4,74981.96299999999,64991.973006,72613.773932,53.01
2017-02-05,81305.257,2017-02-05,2017,2,2017-02,Sunday,5,85602.79498,74981.96299999999,78031.31102,53.01
2017-02-06,67239.396995,2017-02-06,2017,2,2017-02,Monday,6,81305.257,85602.79498,68334.533993,53.01
2017-02-07,61451.461,2017-02-07,2017,2,2017-02,Tuesday,7,67239.396995,81305.257,65323.64600400001,52.19
2017-02-08,71353.859002,2017-02-08,2017,2,2017-02,Wednesday,8,61451.461,67239.396995,86071.18500299999,52.37
2017-02-09,52732.03600199999,2017-02-09,2017,2,2017-02,Thursday,9,71353.859002,61451.461,64991.973006,52.99
2017-02-10,76365.61913,2017-02-10,2017,2,2017-02,Friday,10,52732.03600199999,71353.859002,74981.96299999999,53.84
2017-02-11,74082.055,2017-02-11,2017,2,2017-02,Saturday,11,76365.61913,52732.03600199999,85602.79498,52.96
2017-02-12,76981.177998,2017-02-12,2017,2,2017-02,Sunday,12,74082.055,76365.61913,81305.257,52.96
2017-02-13,73790.5799795,2017-02-13,2017,2,2017-02,Monday,13,76981.177998,74082.055,67239.396995,52.96
2017-02-14,60075.72201,2017-02-14,2017,2,2017-02,Tuesday,14,73790.5799795,76981.177998,61451.461,53.21
2017-02-15,75219.479001,2017-02-15,2017,2,2017-02,Wednesday,15,60075.72201,73790.5799795,71353.859002,53.11
